"Timestamp","Location","Cornering","Mileage"
2023-01-01 07:30:00,"Suburban",0.26,123
2023-01-01 07:31:00,"Suburban",0.42,7
2023-01-01 07:32:00,"Rural",0.82,135
2023-01-01 07:33:00,"Rural",0.17,70
2023-01-01 07:34:00,"Rural",0.09,65
2023-01-01 07:35:00,"Rural",0.8,97
2023-01-01 07:36:00,"Suburban",0.56,72
2023-01-01 07:37:00,"Urban",0.4,83
2023-01-01 07:38:00,"Rural",0.02,137
2023-01-01 07:39:00,"Suburban",0.02,68
2023-01-01 07:40:00,"Urban",0.66,108
2023-01-01 07:41:00,"Rural",0.64,142
2023-01-01 07:42:00,"Rural",0.14,21
2023-01-01 07:43:00,"Rural",0.37,121
2023-01-01 07:44:00,"Suburban",0.47,110
2023-01-01 07:45:00,"Urban",0.24,139
2023-01-01 07:46:00,"Suburban",0.61,100
2023-01-01 07:47:00,"Rural",0.6,5
2023-01-01 07:48:00,"Urban",0.07,113
2023-01-01 07:49:00,"Suburban",0.83,69
2023-01-01 07:50:00,"Urban",0.82,105
2023-01-01 07:51:00,"Suburban",0.82,98
2023-01-01 07:52:00,"Suburban",0.86,105
2023-01-01 07:53:00,"Rural",0.45,26
2023-01-01 07:54:00,"Suburban",0.61,116
2023-01-01 07:55:00,"Suburban",0.76,26
2023-01-01 07:56:00,"Suburban",0.11,58
2023-01-01 07:57:00,"Suburban",0.24,3
2023-01-01 07:58:00,"Suburban",0.07,139
2023-01-01 07:59:00,"Rural",0.11,53
2023-01-01 08:00:00,"Urban",0.07,28
2023-01-01 08:01:00,"Urban",0.92,149
2023-01-01 08:02:00,"Rural",0.33,105
2023-01-01 08:03:00,"Rural",0.9,37
2023-01-01 08:04:00,"Rural",0.46,3
2023-01-01 08:05:00,"Rural",0.44,26
2023-01-01 08:06:00,"Suburban",0.64,80
2023-01-01 08:07:00,"Urban",0.9,4
2023-01-01 08:08:00,"Urban",0.79,72
2023-01-01 08:09:00,"Rural",0.69,107
2023-01-01 08:10:00,"Suburban",0.3,45
2023-01-01 08:11:00,"Suburban",0.94,4
2023-01-01 08:12:00,"Rural",0.86,9
2023-01-01 08:13:00,"Urban",0.49,88
2023-01-01 08:14:00,"Rural",0.36,4
2023-01-01 08:15:00,"Rural",0.6,134
2023-01-01 08:16:00,"Urban",0.07,67
2023-01-01 08:17:00,"Urban",0.57,135
2023-01-01 08:18:00,"Rural",0.76,5
2023-01-01 08:19:00,"Rural",0.59,29
2023-01-01 08:20:00,"Suburban",0.71,68
2023-01-01 08:21:00,"Suburban",0.9,127
2023-01-01 08:22:00,"Rural",0.55,23
2023-01-01 08:23:00,"Suburban",0.03,29
2023-01-01 08:24:00,"Rural",0.69,127
2023-01-01 08:25:00,"Rural",0.96,60
2023-01-01 08:26:00,"Suburban",0.92,117
2023-01-01 08:27:00,"Rural",0.1,14
2023-01-01 08:28:00,"Rural",0.37,43
2023-01-01 08:29:00,"Urban",0.32,2
2023-01-01 08:30:00,"Rural",0.84,124
2023-01-01 08:31:00,"Urban",0.48,115
2023-01-01 08:32:00,"Suburban",0.29,147
2023-01-01 08:33:00,"Urban",0.17,132
2023-01-01 08:34:00,"Rural",0.92,115
2023-01-01 08:35:00,"Rural",0.84,99
2023-01-01 08:36:00,"Suburban",0.43,101
2023-01-01 08:37:00,"Suburban",0.62,52
2023-01-01 08:38:00,"Urban",0.41,39
2023-01-01 08:39:00,"Suburban",0.37,130
2023-01-01 08:40:00,"Rural",0.73,30
2023-01-01 08:41:00,"Rural",0.27,145
2023-01-01 08:42:00,"Rural",0.73,69
2023-01-01 08:43:00,"Suburban",0.57,141
2023-01-01 08:44:00,"Urban",0.93,117
2023-01-01 08:45:00,"Suburban",0.57,87
2023-01-01 08:46:00,"Rural",0.68,27
2023-01-01 08:47:00,"Suburban",0.89,116
2023-01-01 08:48:00,"Rural",0.84,31
2023-01-01 08:49:00,"Rural",0.99,88
2023-01-01 08:50:00,"Urban",0.75,46
2023-01-01 08:51:00,"Suburban",0.89,72
2023-01-01 08:52:00,"Suburban",0.32,37
2023-01-01 08:53:00,"Suburban",0.94,143
2023-01-01 08:54:00,"Suburban",0.9,67
2023-01-01 08:55:00,"Suburban",0.01,115
2023-01-01 08:56:00,"Urban",0.17,18
2023-01-01 08:57:00,"Urban",0.47,86
2023-01-01 08:58:00,"Rural",0.85,10
2023-01-01 08:59:00,"Urban",0.42,43
2023-01-01 09:00:00,"Rural",0.19,139
2023-01-01 09:01:00,"Rural",0.9,20
2023-01-01 09:02:00,"Suburban",0.84,108
2023-01-01 09:03:00,"Rural",0.87,40
2023-01-01 09:04:00,"Suburban",0.46,96
2023-01-01 09:05:00,"Urban",0.61,105
2023-01-01 09:06:00,"Urban",0.51,8
2023-01-01 09:07:00,"Suburban",0.03,8
2023-01-01 09:08:00,"Urban",0.97,0
2023-01-01 09:09:00,"Rural",0.77,55
2023-01-01 09:10:00,"Suburban",0.22,124
2023-01-01 09:11:00,"Suburban",0.37,34
2023-01-01 09:12:00,"Rural",0.85,113
2023-01-01 09:13:00,"Urban",0.77,2
2023-01-01 09:14:00,"Urban",0.25,106
2023-01-01 09:15:00,"Suburban",0.08,46
2023-01-01 09:16:00,"Rural",0.51,115
2023-01-01 09:17:00,"Urban",0.26,72
2023-01-01 09:18:00,"Urban",0.45,122
2023-01-01 09:19:00,"Rural",0.37,14
2023-01-01 09:20:00,"Rural",0.97,78
2023-01-01 09:21:00,"Suburban",0.47,113
2023-01-01 09:22:00,"Urban",0.9,8
2023-01-01 09:23:00,"Rural",0.14,33
2023-01-01 09:24:00,"Rural",0.53,66
2023-01-01 09:25:00,"Rural",0.02,41
2023-01-01 09:26:00,"Urban",0.55,142
2023-01-01 09:27:00,"Rural",0.22,137
2023-01-01 09:28:00,"Rural",0.53,42
2023-01-01 09:29:00,"Urban",0.3,92
2023-01-01 09:30:00,"Suburban",0.08,21
2023-01-01 09:31:00,"Urban",0.31,68
2023-01-01 09:32:00,"Suburban",0.05,4
2023-01-01 09:33:00,"Suburban",0.82,50
